Transcript,Start,Stop
F35A5.2.1|cdna|chromosome:WBcel235:X:3805084:3805749:1|gene:WBGene00018025.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F35A5.2,,
F35D11.4.2|cdna|chromosome:WBcel235:II:4603406:4604155:1|gene:WBGene00018045.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F35D11.4,639.0,
F36F12.5.1|cdna|chromosome:WBcel235:V:2096072:2097257:1|gene:WBGene00018096.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:clec-207,81.0,84.0
F36F12.7.1|cdna|chromosome:WBcel235:V:2099349:2100051:1|gene:WBGene00018098.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F36F12.7,,
F36H5.1.1|cdna|chromosome:WBcel235:II:1771647:1774955:1|gene:WBGene00018100.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:math-26,21.0,24.0
F36H5.10.1|cdna|chromosome:WBcel235:II:1756820:1757761:1|gene:WBGene00018108.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F36H5.10,633.0,
F40A3.1.1|cdna|chromosome:WBcel235:V:7891530:7895518:1|gene:WBGene00018216.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F40A3.1,186.0,189.0
F40G9.2.1|cdna|chromosome:WBcel235:III:190986:191981:1|gene:WBGene00018240.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:cox-17,303.0,
F41B4.2a.1|cdna|chromosome:WBcel235:X:6831255:6835266:-1|gene:WBGene00018258.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F41B4.2,174.0,177.0
F41E6.9.1|cdna|chromosome:WBcel235:V:8605088:8606141:-1|gene:WBGene00018290.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:vps-60,,
F41F3.3.1|cdna|chromosome:WBcel235:V:4647665:4648241:-1|gene:WBGene00018297.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F41F3.3,540.0,
F42C5.9.2|cdna|chromosome:WBcel235:IV:7314374:7317163:-1|gene:WBGene00018349.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F42C5.9,6.0,9.0
F44A2.5b.1|cdna|chromosome:WBcel235:V:9297632:9302158:1|gene:WBGene00018405.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F44A2.5,444.0,447.0
F44B9.10.1|cdna|chromosome:WBcel235:III:8031413:8033727:-1|gene:WBGene00018411.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F44B9.10,18.0,21.0
F44E2.9.1|cdna|chromosome:WBcel235:III:8849994:8850532:-1|gene:WBGene00018422.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F44E2.9,450.0,
F44E7.3.1|cdna|chromosome:WBcel235:V:5771945:5772497:1|gene:WBGene00018425.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F44E7.3,,
F45C12.7.1|cdna|chromosome:WBcel235:II:1715162:1716497:1|gene:WBGene00018438.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:btb-6,21.0,24.0
F45D11.12.1|cdna|chromosome:WBcel235:II:999162:999607:-1|gene:WBGene00018457.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:fbxb-29,174.0,177.0
F45E1.7b.1|cdna|chromosome:WBcel235:X:7988931:7998229:-1|gene:WBGene00018467.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sdpn-1,207.0,210.0
F46C8.8.1|cdna|chromosome:WBcel235:X:7551204:7554426:-1|gene:WBGene00018487.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F46C8.8,,
F47B7.2b.1|cdna|chromosome:WBcel235:X:3772763:3778080:1|gene:WBGene00018533.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F47B7.2,174.0,177.0
F48C1.9.1|cdna|chromosome:WBcel235:I:5332249:5332780:-1|gene:WBGene00018601.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F48C1.9,78.0,81.0
F49E10.1.1|cdna|chromosome:WBcel235:X:5897342:5902152:1|gene:WBGene00018639.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tbc-16,240.0,243.0
F49F1.6a.1|cdna|chromosome:WBcel235:IV:4121342:4123166:-1|gene:WBGene00018646.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mul-1,369.0,372.0
F52C6.4.1|cdna|chromosome:WBcel235:II:1923140:1923827:1|gene:WBGene00018661.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F52C6.4,,
F53A9.8.1|cdna|chromosome:WBcel235:X:8718567:8718905:-1|gene:WBGene00018731.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F53A9.8,,
F53A10.2a.1|cdna|chromosome:WBcel235:II:1197374:1230782:1|gene:WBGene00018734.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F53A10.2,300.0,303.0
F53C3.12.1|cdna|chromosome:WBcel235:II:3908491:3910837:-1|gene:WBGene00018755.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:bcmo-2,48.0,51.0
F54D11.4.1|cdna|chromosome:WBcel235:V:4616156:4617766:1|gene:WBGene00018814.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F54D11.4,666.0,
F54D12.9.1|cdna|chromosome:WBcel235:II:1380944:1381713:-1|gene:WBGene00018822.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F54D12.9,441.0,
F54E2.1.1|cdna|chromosome:WBcel235:V:2810398:2812017:1|gene:WBGene00018823.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F54E2.1,198.0,201.0
F54E2.5.1|cdna|chromosome:WBcel235:V:2814252:2816056:-1|gene:WBGene00018825.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F54E2.5,672.0,675.0
F55A4.1.1|cdna|chromosome:WBcel235:X:1035548:1037046:1|gene:WBGene00018853.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sec-22,,
F55F8.2a.1|cdna|chromosome:WBcel235:I:5646369:5649656:-1|gene:WBGene00018890.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F55F8.2,42.0,45.0
F56C9.5.1|cdna|chromosome:WBcel235:III:7308354:7308975:-1|gene:WBGene00018949.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:acbp-4,222.0,225.0
F56C11.5a.2|cdna|chromosome:WBcel235:I:180081:182161:1|gene:WBGene00018957.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F56C11.5,126.0,129.0
F56E10.1b.1|cdna|chromosome:WBcel235:V:104826:118188:1|gene:WBGene00018975.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F56E10.1,522.0,525.0
F58A6.6.1|cdna|chromosome:WBcel235:II:5148530:5150853:-1|gene:WBGene00019025.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:srb-16,27.0,30.0
F59B1.2.1|cdna|chromosome:WBcel235:V:3633341:3634683:1|gene:WBGene00019097.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F59B1.2,624.0,
F59D6.7a.1|cdna|chromosome:WBcel235:V:3037835:3039382:-1|gene:WBGene00019108.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:chpf-2,,
F59E11.11.1|cdna|chromosome:WBcel235:V:8973182:8974943:-1|gene:WBGene00019116.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nhr-143,90.0,93.0
F59E12.9.1|cdna|chromosome:WBcel235:II:5640063:5647042:-1|gene:WBGene00019124.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F59E12.9,21.0,24.0
F59E12.10.1|cdna|chromosome:WBcel235:II:5647154:5647884:-1|gene:WBGene00019125.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ddl-1,,
F59H6.12.1|cdna|chromosome:WBcel235:II:2032569:2033243:1|gene:WBGene00019142.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:btb-4,,
H05L03.3.2|cdna|chromosome:WBcel235:X:5904627:5905344:1|gene:WBGene00019160.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nlp-49,,
H06I04.1a.1|cdna|chromosome:WBcel235:III:3091850:3100468:1|gene:WBGene00019167.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:H06I04.1,1155.0,1158.0
H06I04.7.1|cdna|chromosome:WBcel235:III:3059598:3059943:-1|gene:WBGene00019171.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:fipr-29,6.0,9.0
H10E21.4.1|cdna|chromosome:WBcel235:III:17316:19675:-1|gene:WBGene00019184.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:H10E21.4,,
H12I13.6.1|cdna|chromosome:WBcel235:II:6077904:6078235:1|gene:WBGene00019194.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:H12I13.6,,
H23L24.3b.1|cdna|chromosome:WBcel235:IV:8697736:8702699:1|gene:WBGene00019230.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ttll-11,480.0,483.0
H23N18.4.1|cdna|chromosome:WBcel235:V:4901374:4903010:1|gene:WBGene00019235.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:H23N18.4,,
H24K24.3b.1|cdna|chromosome:WBcel235:V:911792:916315:1|gene:WBGene00019240.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:H24K24.3,327.0,330.0
H24K24.4a.1|cdna|chromosome:WBcel235:V:904963:911214:1|gene:WBGene00019241.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:trm-2A,204.0,207.0
H35N09.2.1|cdna|chromosome:WBcel235:X:8604061:8605058:-1|gene:WBGene00019266.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:H35N09.2,,
H43E16.1a.1|cdna|chromosome:WBcel235:II:6674268:6679363:1|gene:WBGene00019273.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:H43E16.1,204.0,207.0
K01A2.11d.1|cdna|chromosome:WBcel235:II:328564:332513:-1|gene:WBGene00019285.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:cbn-1,171.0,174.0
K01A12.2.1|cdna|chromosome:WBcel235:X:8618418:8619756:1|gene:WBGene00019286.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K01A12.2,,
K02F2.5.1|cdna|chromosome:WBcel235:I:6804788:6810451:-1|gene:WBGene00019324.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K02F2.5,,
K02F3.4.2|cdna|chromosome:WBcel235:III:833858:835808:1|gene:WBGene00019327.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:zip-2,39.0,42.0
K02F3.9.1|cdna|chromosome:WBcel235:III:840460:841366:-1|gene:WBGene00019332.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K02F3.9,,
K02F6.6.1|cdna|chromosome:WBcel235:II:2530817:2531476:1|gene:WBGene00019340.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K02F6.6,,
K03B4.6.1|cdna|chromosome:WBcel235:V:4675638:4676192:-1|gene:WBGene00019356.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K03B4.6,432.0,
K04C2.2.2|cdna|chromosome:WBcel235:III:6889749:6895089:1|gene:WBGene00019380.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K04C2.2,156.0,159.0
K05F1.8.1|cdna|chromosome:WBcel235:II:5799321:5799642:-1|gene:WBGene00019409.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K05F1.8,,
K05F1.10.1|cdna|chromosome:WBcel235:II:5803675:5805473:-1|gene:WBGene00019411.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K05F1.10,138.0,141.0
K05F6.9.1|cdna|chromosome:WBcel235:II:1570065:1571134:-1|gene:WBGene00019420.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:fbxb-46,,
K06A5.4.1|cdna|chromosome:WBcel235:I:6460433:6464286:1|gene:WBGene00019432.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:knl-2,78.0,81.0
K06A9.1b.1|cdna|chromosome:WBcel235:X:1547505:1560124:1|gene:WBGene00019435.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K06A9.1,459.0,462.0
K06A9.3.1|cdna|chromosome:WBcel235:X:1534420:1536013:-1|gene:WBGene00019437.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K06A9.3,,
K07C11.3.1|cdna|chromosome:WBcel235:V:8207235:8208013:1|gene:WBGene00019476.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:timp-1,60.0,63.0
K08D9.4a.1|cdna|chromosome:WBcel235:V:3198673:3200616:-1|gene:WBGene00019525.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K08D9.4,435.0,438.0
K10C2.3.1|cdna|chromosome:WBcel235:X:6444189:6446664:-1|gene:WBGene00019619.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:asp-14,936.0,939.0
K10C2.7.1|cdna|chromosome:WBcel235:X:6443055:6443473:-1|gene:WBGene00019622.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K10C2.7,150.0,153.0
K11D12.5.1|cdna|chromosome:WBcel235:V:5029324:5030811:-1|gene:WBGene00019645.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:swt-7,,
K11D12.11.1|cdna|chromosome:WBcel235:V:5036572:5038658:-1|gene:WBGene00019650.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K11D12.11,123.0,126.0
K12B6.1.1|cdna|chromosome:WBcel235:V:6303771:6308337:1|gene:WBGene00019666.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sago-1,300.0,303.0
K12H6.2.1|cdna|chromosome:WBcel235:II:2812872:2815544:-1|gene:WBGene00019683.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K12H6.2,399.0,402.0
M01A10.1.1|cdna|chromosome:WBcel235:I:5563827:5566265:1|gene:WBGene00019692.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:fubl-4,186.0,189.0
M01E11.3.1|cdna|chromosome:WBcel235:I:5573214:5576749:1|gene:WBGene00019712.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rmh-1,159.0,162.0
M03E7.5.3|cdna|chromosome:WBcel235:V:5618291:5619458:-1|gene:WBGene00019757.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:memb-2,,
M04G7.1.1|cdna|chromosome:WBcel235:IV:455784:457099:1|gene:WBGene00019772.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:M04G7.1,690.0,
M151.2.1|cdna|chromosome:WBcel235:II:3631110:3633875:1|gene:WBGene00019794.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:M151.2,1842.0,
R02C2.1.1|cdna|chromosome:WBcel235:V:236750:238192:-1|gene:WBGene00019814.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R02C2.1,75.0,78.0
R02E12.6.2|cdna|chromosome:WBcel235:X:4008059:4010948:-1|gene:WBGene00019830.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:hrg-1,192.0,195.0
R04E5.2.1|cdna|chromosome:WBcel235:X:8812143:8816805:1|gene:WBGene00019869.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:cnnm-2,156.0,159.0
R05G6.9.1|cdna|chromosome:WBcel235:IV:7514366:7516267:-1|gene:WBGene00019901.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R05G6.9,165.0,168.0
R05G9R.1.2|cdna|chromosome:WBcel235:II:6509498:6514011:-1|gene:WBGene00019906.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R05G9R.1,117.0,120.0
R05H11.2.3|cdna|chromosome:WBcel235:III:6798367:6800202:1|gene:WBGene00019908.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R05H11.2,105.0,108.0
R06B10.7.1|cdna|chromosome:WBcel235:III:1001145:1001411:-1|gene:WBGene00019916.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R06B10.7,,
R09B5.6.1|cdna|chromosome:WBcel235:V:1460369:1461613:1|gene:WBGene00019978.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:hacd-1,966.0,
R11G11.6.1|cdna|chromosome:WBcel235:V:505491:506068:1|gene:WBGene00020014.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R11G11.6,,
R12B2.6.1|cdna|chromosome:WBcel235:III:5834022:5834998:-1|gene:WBGene00020020.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R12B2.6,,
R12E2.14.1|cdna|chromosome:WBcel235:I:4149981:4150634:1|gene:WBGene00020039.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R12E2.14,105.0,
R13A1.9.1|cdna|chromosome:WBcel235:IV:7193520:7195834:-1|gene:WBGene00020046.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:best-16,117.0,120.0
R148.2.1|cdna|chromosome:WBcel235:III:3183677:3185237:1|gene:WBGene00020101.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:lmtr-5,801.0,804.0
R151.9.1|cdna|chromosome:WBcel235:III:7198151:7198884:-1|gene:WBGene00020112.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:pfd-5,,
T02H6.11.1|cdna|chromosome:WBcel235:II:700482:701125:-1|gene:WBGene00020181.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T02H6.11,,
T03D3.1.1|cdna|chromosome:WBcel235:V:2849343:2852031:1|gene:WBGene00020182.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ugt-53,1566.0,
T03F1.11.1|cdna|chromosome:WBcel235:I:3853810:3854233:1|gene:WBGene00020192.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T03F1.11,,
T03G6.1.1|cdna|chromosome:WBcel235:X:2608228:2609989:1|gene:WBGene00020194.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T03G6.1,,
T03G11.4.1|cdna|chromosome:WBcel235:X:5165395:5168778:1|gene:WBGene00020197.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mans-3,192.0,195.0
T04G9.5.1|cdna|chromosome:WBcel235:X:767023:768069:-1|gene:WBGene00020216.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:trap-2,645.0,
T04G9.7.1|cdna|chromosome:WBcel235:X:770833:771882:1|gene:WBGene00020218.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T04G9.7,,
T05A8.3.1|cdna|chromosome:WBcel235:II:2714647:2717435:-1|gene:WBGene00020229.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T05A8.3,,
T06A1.4c.1|cdna|chromosome:WBcel235:V:1947834:1953349:1|gene:WBGene00020279.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:glb-25,,
T09B4.8.1|cdna|chromosome:WBcel235:I:6164719:6166539:-1|gene:WBGene00020382.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T09B4.8,51.0,54.0
T10B5.6.1|cdna|chromosome:WBcel235:V:1869213:1870558:1|gene:WBGene00020392.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:knl-3,,
T10E9.8.1|cdna|chromosome:WBcel235:I:6539129:6541062:-1|gene:WBGene00020418.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T10E9.8,,
T10E9.9b.1|cdna|chromosome:WBcel235:I:6546615:6548675:-1|gene:WBGene00020419.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:acdh-4,15.0,18.0
T14B4.2.1|cdna|chromosome:WBcel235:II:6736203:6736793:1|gene:WBGene00020499.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mrps-18.C,60.0,63.0
T15B7.1.1|cdna|chromosome:WBcel235:V:6842737:6846652:1|gene:WBGene00020516.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T15B7.1,117.0,120.0
T17A3.2.1|cdna|chromosome:WBcel235:III:134494:137975:1|gene:WBGene00020540.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:pals-25,24.0,27.0
T19B4.3.1|cdna|chromosome:WBcel235:I:5678638:5679862:1|gene:WBGene00020557.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T19B4.3,,
T19D12.1a.1|cdna|chromosome:WBcel235:II:6666898:6673752:1|gene:WBGene00020576.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T19D12.1,195.0,198.0
T19D12.7.2|cdna|chromosome:WBcel235:II:6647178:6649126:-1|gene:WBGene00020582.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:oig-8,111.0,114.0
T19D12.9.1|cdna|chromosome:WBcel235:II:6652339:6654384:-1|gene:WBGene00020583.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T19D12.9,27.0,30.0
T20B5.2.1|cdna|chromosome:WBcel235:X:9331133:9336632:1|gene:WBGene00020595.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T20B5.2,111.0,114.0
T20F5.3.2|cdna|chromosome:WBcel235:I:3909629:3910544:-1|gene:WBGene00020625.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mrrf-1,,
T20H4.2.1|cdna|chromosome:WBcel235:III:7241365:7242950:1|gene:WBGene00020635.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T20H4.2,252.0,255.0
T22D1.10.1|cdna|chromosome:WBcel235:IV:6917111:6919454:-1|gene:WBGene00020687.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ruvb-2,78.0,81.0
T22E5.1a.1|cdna|chromosome:WBcel235:X:6412886:6413488:1|gene:WBGene00020690.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T22E5.1,,
T23C6.4.1|cdna|chromosome:WBcel235:X:17147531:17149927:-1|gene:WBGene00020726.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T23C6.4,,
